321	400	
321	401	
321	402	
321	1234	
322	322	
323	217	
323	323	
323	689	
323	1349	
324	324	
324	1352	
324	1982	
324	2040	
325	325	
326	326	
327	327	
327	1667	
328	328	
329	329	
329	634	
329	1087	
330	330	
331	331	
332	332	
332	911	
332	1271	
332	1785	
332	2543	
332	2552	
333	230	
333	333	
334	334	
335	335	
336	336	
337	337	
338	338	
339	339	
340	340	
340	1611	
341	341	
342	342	
343	343	
344	344	
345	345	
346	346	
347	347	
348	348	
349	349	
350	350	
351	351	
352	352	
353	353	
354	354	
355	355	
356	356	
357	357	
358	358	
359	359	
360	360	
360	1946	
361	108	
361	361	
362	142	
362	362	
363	363	
364	44	
364	77	
364	98	
364	100	
364	224	
364	364	
365	365	
366	366	
367	367	
367	441	
367	758	
367	1050	
367	1226	
368	368	
369	369	
370	370	
371	371	
372	372	
373	373	
374	374	
375	375	
376	376	
376	1754	
377	377	
377	1841	
377	2120	
378	208	
378	209	
378	210	
378	378	
378	1051	
378	1552	
378	1665	
378	1860	
378	2155	
379	379	
380	319	
380	380	
381	14	
381	381	
381	1781	
381	1988	
382	382	
383	383	
384	384	
385	385	
385	1234	
386	386	
386	1146	
387	254	
387	387	
388	388	
389	389	
390	390	
391	391	
392	392	
393	393	
393	561	
394	394	
395	395	
396	396	
396	931	
397	397	
397	929	
398	1	
398	398	
398	1781	
399	399	
399	556	
399	799	
399	1139	
399	1947	
400	321	
400	400	
400	1234	
401	321	
401	401	
402	321	
402	402	
402	1234	
403	403	
404	404	
404	464	
404	584	
404	631	
404	653	
404	680	
404	763	
404	795	
404	799	
404	945	
404	1046	
404	1105	
404	1139	
404	1140	
404	1234	
404	1263	
404	1265	
404	1496	
404	1781	
404	1824	
404	2126	
404	2546	
405	55	
405	77	
405	93	
405	224	
405	405	
405	436	
405	1223	
405	1388	
406	406	
406	1051	
406	1102	
406	1549	
407	407	
407	679	
407	1083	
407	1396	
408	408	
408	1134	
408	1179	
408	1861	
409	409	
409	657	
410	410	
410	669	
410	1781	
411	411	
412	412	
412	763	
413	413	
414	414	
415	415	
415	1349	
416	416	
416	1049	
417	417	
418	418	
419	419	
420	420	
421	421	
421	1804	
421	2987	
422	422	
423	423	
424	424	
425	425	
426	426	
427	427	
428	428	
429	429	
429	1352	
429	2048	
429	2074	
429	2093	
429	2550	
430	430	
431	431	
432	432	
433	433	
434	434	
435	196	
435	435	
435	615	
435	1053	
436	405	
436	436	
436	819	
436	1620	
437	196	
437	437	
437	1614	
437	2253	
437	2557	
438	77	
438	224	
438	249	
438	303	
438	438	
438	1139	
438	3185	
439	439	
440	440	
440	619	
440	2339	
441	367	
441	441	
441	758	
441	1723	
442	442	
443	443	
444	444	
445	445	
446	446	
447	447	
448	448	
449	449	
450	450	
450	2031	
451	451	
452	452	
453	453	
454	152	
454	454	
454	586	
454	806	
454	1177	
455	455	
456	456	
456	1190	
457	457	
458	458	
459	459	
460	460	
461	461	
462	462	
462	1325	
463	196	
463	463	
463	1306	
463	1781	
464	265	
464	404	
464	464	
464	720	
464	759	
464	1062	
464	1121	
464	1139	
464	1265	
464	1781	
465	465	
466	466	
467	467	
468	468	
469	469	
470	470	
471	471	
472	472	
472	2075	
473	473	
474	474	
474	720	
474	1053	
475	475	
475	1963	
476	476	
477	6	
477	477	
478	478	
479	264	
479	299	
479	479	
479	860	
479	862	
480	480	
481	481	
482	482	
483	196	
483	483	
483	762	
483	949	
483	1102	
483	1142	
483	1781	
483	1945	
484	484	
485	485	
485	1157	
486	486	
487	487	
488	274	
488	488	
489	489	
490	490	
491	46	
491	168	
491	185	
491	196	
491	491	
491	796	
491	3193	
492	492	
492	911	
492	1785	
492	2203	
492	2860	
493	493	
493	616	
493	1136	
494	494	
495	495	
496	496	
496	1047	
497	317	
497	497	
497	867	
498	498	
499	499	
500	500	
501	501	
501	2349	
502	502	
503	503	
504	504	
505	505	
506	506	
507	507	
507	2679	
508	508	
509	509	
510	510	
511	511	
511	1707	
512	512	
513	513	
514	514	
515	515	
516	516	
517	517	
518	518	
518	2082	
519	519	
520	520	
521	521	
521	2044	
521	2189	
521	2417	
521	2505	
521	2874	
521	2908	
522	522	
523	523	
524	524	
524	1804	
524	2987	
525	525	
526	526	
527	527	
528	528	
528	1330	
529	529	
530	530	
531	531	
532	532	
532	951	
532	1015	
532	1346	
532	1440	
532	1645	
533	533	
534	534	
535	535	
535	1806	
536	536	
537	537	
538	538	
539	539	
540	540	
541	541	
542	542	
543	543	
544	544	
545	545	
546	546	
547	547	
548	548	
549	549	
550	550	
551	551	
552	552	
553	553	
554	554	
555	555	
556	399	
556	556	
557	557	
557	1421	
557	3184	
558	558	
559	559	
560	196	
560	271	
560	560	
561	77	
561	393	
561	561	
561	964	
561	1028	
561	1216	
561	1392	
561	1396	
562	562	
563	563	
564	564	
565	565	
566	566	
567	567	
568	568	
569	569	
570	570	
570	1352	
571	571	
572	572	
573	573	
574	574	
575	575	
576	576	
576	1846	
576	2630	
576	2650	
577	577	
577	1836	
578	578	
579	579	
579	2690	
579	2853	
579	3115	
580	580	
581	581	
582	582	
583	196	
583	583	
584	404	
584	584	
584	949	
584	1781	
584	1945	
585	585	
586	454	
586	586	
587	587	
587	1040	
588	588	
589	589	
590	590	
591	591	
592	592	
593	593	
594	594	
595	595	
596	596	
597	597	
598	598	
599	599	
600	600	
600	1781	
601	601	
602	602	
603	603	
603	1084	
604	604	
605	605	
606	606	
607	607	
608	608	
609	609	
610	610	
611	611	
612	612	
612	3188	
613	613	
613	2349	
614	614	
615	435	
615	615	
615	849	
616	493	
616	616	
616	729	
616	1135	
616	1136	
616	2710	
616	2765	
616	2888	
616	2906	
617	617	
618	618	
619	440	
619	619	
619	1112	
619	1592	
619	2111	
619	2339	
620	620	
621	621	
621	1040	
621	1352	
621	2040	
622	622	
623	623	
624	624	
625	625	
626	626	
627	106	
627	196	
627	210	
627	627	
627	731	
627	793	
627	1050	
627	1549	
627	2723	
627	2882	
628	628	
629	629	
630	630	
631	196	
631	404	
631	631	
631	763	
631	1139	
631	1265	
631	1665	
632	196	
632	632	
633	238	
633	633	
633	643	
634	329	
634	634	
634	931	
634	1324	
635	635	
635	1151	
635	1265	
635	2769	
636	636	
636	1117	
637	123	
637	165	
637	637	
638	300	
638	638	
639	639	
640	640	
641	641	
642	1	
642	196	
642	642	
642	1173	
642	1188	
643	238	
643	633	
643	643	
644	196	
644	206	
644	207	
644	644	
644	1084	
645	645	
646	646	
647	647	
648	648	
649	649	
650	650	
651	651	
652	652	
652	1324	
653	196	
653	404	
653	653	
653	892	
653	1324	
654	654	
655	655	
655	1145	
656	656	
656	892	
656	1309	
657	279	
657	409	
657	657	
657	1136	
658	658	
659	659	
659	759	
660	660	
661	661	
662	662	
663	663	
664	664	
665	665	
666	666	
666	1916	
667	667	
668	668	
669	1	
669	410	
669	669	
669	1084	
669	1379	
669	1625	
669	1945	
669	3184	
670	670	
671	671	
672	672	
673	673	
674	674	
675	675	
676	676	
677	677	
677	861	
677	1638	
677	2176	
677	2272	
678	270	
678	678	
678	1030	
678	1886	
678	1939	
679	21	
679	407	
679	679	
679	3184	
680	196	
680	404	
680	680	
680	1225	
680	1350	
680	1646	
680	1781	
680	1945	
680	2650	
680	2698	
680	2708	
680	3093	
681	681	
682	682	
683	683	
684	684	
685	685	
686	686	
687	687	
688	688	
689	217	
689	323	
689	689	
689	3197	
690	690	
690	890	
690	929	
690	3195	
691	691	
691	823	
691	1781	
691	3184	
692	692	
693	693	
694	694	
695	695	
696	696	
697	697	
698	698	
698	1181	
699	699	
699	2633	
700	700	
701	701	
702	702	
703	703	
704	704	
705	705	
706	706	
707	707	
707	1583	
708	708	
709	709	
710	710	
711	711	
712	712	
713	713	
714	714	
714	1157	
714	1779	
714	1920	
714	1944	
714	1987	
714	2548	
715	715	
716	716	
716	2679	
717	717	
718	718	
718	1053	
719	719	
720	265	
720	464	
720	474	
720	720	
720	1053	
721	721	
721	2961	
722	722	
723	723	
724	724	
725	725	
726	726	
727	727	
728	45	
728	728	
728	920	
728	1330	
728	1348	
728	2315	
729	288	
729	616	
729	729	
729	1037	
729	1234	
729	1358	
729	1491	
730	730	
730	1083	
730	1396	
731	209	
731	627	
731	731	
731	1024	
731	1051	
731	1098	
731	1214	
731	1380	
731	1388	
731	1393	
731	1485	
731	1487	
731	1549	
731	1570	
731	1878	
731	1946	
731	1957	
731	2168	
731	2723	
731	2857	
731	3112	
732	732	
733	733	
734	734	
735	735	
736	736	
737	737	
738	738	
739	739	
740	740	
741	741	
742	742	
743	743	
744	744	
745	745	
746	746	
747	747	
747	2443	
748	748	
749	749	
750	750	
750	1963	
751	751	
752	752	
753	250	
753	753	
753	1237	
753	1549	
753	1564	
753	2453	
754	153	
754	754	
755	755	
755	2567	
756	756	
757	757	
757	1890	
758	367	
758	441	
758	758	
759	464	
759	659	
759	759	
759	964	
759	1121	
760	760	
761	196	
761	761	
761	947	
761	1379	
761	3184	
762	196	
762	249	
762	483	
762	762	
763	196	
763	224	
763	404	
763	412	
763	631	
763	763	
763	1215	
763	1781	
763	1787	
763	1945	
763	2603	
764	764	
765	765	
766	766	
767	767	
768	768	
769	769	
770	770	
771	771	
772	772	
773	773	
773	2061	
774	774	
774	2349	
775	775	
776	776	
776	3054	
777	777	
778	778	
778	1818	
779	779	
780	780	
781	781	
782	782	
783	783	
783	2679	
784	784	
785	785	
785	2269	
785	3115	
786	786	
786	1352	
786	2048	
786	2074	
787	787	
788	788	
789	789	
790	790	
791	791	
791	1084	
792	792	
793	627	
793	793	
793	1051	
794	254	
794	794	
794	1051	
794	1062	
795	404	
795	795	
795	931	
796	491	
796	796	
797	797	
797	1084	
798	209	
798	798	
799	82	
799	399	
799	404	
799	799	
799	945	
799	1323	
799	1358	
799	1380	
799	1665	
799	1781	
799	1787	
799	1989	
799	2112	
799	2534	
799	2541	
799	2698	
799	2733	
799	2820	
799	3073	
799	3155	
800	800	
800	1471	
800	1774	
801	801	
802	802	
803	803	
804	804	
805	805	
806	454	
806	806	
806	932	
807	807	
808	808	
809	809	
810	810	
811	811	
812	812	
813	813	
814	814	
815	815	
816	816	
817	817	
818	818	
819	436	
819	819	
819	1620	
820	820	
821	821	
822	822	
823	691	
823	823	
823	1945	
823	2126	
824	824	
825	825	
826	826	
826	942	
826	1118	
827	827	
828	828	
829	829	
829	2905	
830	830	
830	1179	
830	1288	
830	1544	
830	1646	
830	2111	
830	2534	
830	2556	
830	2650	
831	831	
831	1583	
832	832	
833	833	
834	834	
834	1352	
834	2048	
834	2074	
834	2093	
835	835	
836	836	
836	1157	
837	837	
838	838	
839	839	
840	840	
841	841	
842	842	
843	843	
844	844	
845	845	
846	846	
847	847	
848	26	
848	35	
848	848	
849	155	
849	615	
849	849	
849	1050	
849	1935	
849	1936	
849	2017	
849	2032	
849	2257	
849	2360	
849	2451	
849	2452	
850	850	
850	2017	
851	851	
851	858	
851	865	
851	2017	
852	74	
852	232	
852	852	
852	2017	
853	853	
853	2017	
854	854	
854	1956	
854	2017	
855	855	
855	2017	
856	856	
856	2017	
857	857	
857	2017	
858	851	
858	858	
858	2017	
859	859	
859	2017	
860	479	
860	860	
860	861	
860	2017	
861	677	
861	860	
861	861	
861	862	
861	1117	
861	2017	
861	2146	
862	299	
862	479	
862	861	
862	862	
862	1117	
862	2017	
862	2146	
863	299	
863	863	
863	2017	
863	2146	
864	74	
864	232	
864	309	
864	864	
864	1175	
864	1919	
864	2017	
864	2041	
864	2216	
865	74	
865	851	
865	865	
865	2017	
866	866	
866	2017	
867	317	
867	497	
867	867	
868	868	
868	1084	
869	869	
870	870	
871	871	
871	1800	
872	872	
872	1352	
872	2074	
872	2093	
873	873	
874	874	
875	875	
876	876	
877	877	
878	878	
878	1946	
879	879	
879	1524	
880	880	
881	881	
882	882	
883	883	
884	884	
885	885	
885	1040	
886	886	
887	887	
888	888	
888	2590	
889	889	
890	690	
890	890	
891	891	
892	653	
892	656	
892	892	
893	893	
893	3131	
894	894	
894	1111	
895	895	
896	896	
897	897	
898	898	
899	899	
900	900	
901	901	
902	902	
902	1946	
903	903	
904	904	
905	905	
906	906	
907	907	
907	3115	
908	908	
909	909	
909	1963	
910	910	
911	332	
911	492	
911	911	
911	1785	
911	2203	
911	2552	
912	912	
912	1014	
913	913	
914	914	
914	1945	
915	915	
915	1945	
916	916	
917	917	
917	1068	
917	1945	
918	918	
919	196	
919	919	
919	1781	
920	728	
920	920	
921	921	
922	922	
923	923	
924	924	
925	925	
926	926	
927	927	
928	928	
929	397	
929	690	
929	929	
930	930	
931	202	
931	396	
931	634	
931	795	
931	931	
931	2616	
932	806	
932	932	
933	933	
934	934	
935	935	
936	936	
937	937	
938	938	
939	939	
940	940	
940	1073	
940	1153	
941	941	
942	826	
942	942	
942	948	
942	1118	
943	943	
944	155	
944	944	
944	1234	
944	2451	
945	404	
945	799	
945	945	
946	946	
946	1949	
947	761	
947	947	
948	942	
948	948	
949	483	
949	584	
949	949	
949	3184	
950	950	
951	532	
951	951	
951	1346	
952	952	
953	953	
953	2870	
954	954	
955	955	
956	956	
957	957	
958	958	
959	959	
960	960	
961	961	
962	962	
962	1440	
962	1932	
962	2159	
963	963	
963	1653	
964	284	
964	561	
964	759	
964	964	
964	1334	
964	1396	
964	1444	
965	965	
966	966	
967	967	
967	1583	
968	968	
969	969	
969	2834	
970	970	
970	2042	
970	2222	
970	2356	
970	2679	
970	2844	
970	2972	
971	971	
972	271	
972	273	
972	276	
972	972	
973	973	
973	1278	
974	974	
975	975	
975	1251	
976	976	
977	977	
978	978	
979	979	
980	980	
981	981	
982	982	
982	1592	
983	983	
984	984	
984	1705	
984	1945	
984	2034	
985	985	
986	986	
986	1705	
987	987	
987	1613	
987	1646	
987	1900	
987	1955	
987	2025	
987	2154	
987	2365	
987	2506	
987	3060	
988	988	
988	1845	
988	1900	
988	2083	
988	2154	
988	2270	
988	2693	
989	196	
989	288	
989	989	
989	1263	
989	1453	
989	1945	
989	3184	
990	990	
990	1781	
990	1945	
990	2341	
991	991	
992	992	
993	993	
994	994	
995	995	
996	996	
996	2044	
997	997	
997	1711	
998	998	
999	999	
1000	1000	
1001	1001	
1001	1711	
1002	1002	
1003	1003	
1004	1004	
1005	1005	
1006	1006	
1006	1788	
1007	1007	
1007	1781	
1007	1788	
1008	1008	
1008	2052	
1009	1009	
1010	1010	
1011	1011	
1012	1012	
1012	1225	
1012	1350	
1012	1945	
1013	1013	
1013	1609	
1013	2052	
1014	912	
1014	1014	
1015	532	
1015	1015	
1016	1016	
1017	1017	
1018	1018	
1019	1019	
1020	1020	
1020	1705	
1021	1021	
1022	1022	
1022	2031	
1023	1023	
1023	1130	
1023	1909	
1023	2119	
1024	210	
1024	731	
1024	1024	
1025	1025	
1025	1215	
1025	1682	
1026	107	
1026	1026	
1026	1258	
1026	1292	
1026	1497	
1026	1975	
1026	2605	
1027	1027	
1028	561	
1028	1028	
1028	1029	
1028	1216	
1028	1278	
1028	1347	
1028	1396	
1029	1028	
1029	1029	
1029	1216	
1029	1278	
1029	1347	
1029	1396	
1029	1536	
1030	678	
1030	1030	
1030	1261	
1030	1939	
1031	1031	
1032	1032	
1033	1033	
1034	1034	
1035	1035	
1035	1305	
1036	1036	
1037	729	
1037	1037	
1038	1038	
1039	1039	
1040	587	
1040	621	
1040	885	
1040	1040	
1040	1352	
1040	2415	
1041	1041	
1042	1042	
1043	1043	
1044	1044	
1044	1332	
1045	1045	
1045	1404	
1046	404	
1046	1046	
1046	1781	
1047	496	
1047	1047	
1047	1707	
1048	1048	
1049	416	
1049	1049	
1050	106	
1050	209	
1050	367	
1050	627	
1050	849	
1050	1050	
1051	210	
1051	378	
1051	406	
1051	731	
1051	793	
1051	794	
1051	1051	
1051	1211	
1051	1549	
1051	1906	
1051	2902	
1052	1052	
1052	1328	
1052	1333	
1052	2144	
1053	435	
1053	474	
1053	718	
1053	720	
1053	1053	
1053	1649	
1054	1054	
1055	1055	
1056	1056	
1057	1057	
1058	1058	
1059	1059	
1059	2757	
1059	2844	
1060	1060	
1061	1061	
1062	464	
1062	794	
1062	1062	
1062	1211	
1062	2902	
1063	1063	
1064	1064	
1065	1065	
1066	1066	
1067	1067	
1068	917	
1068	1068	
1069	1069	
1069	1653	
1069	2989	
1070	1070	
1071	1071	
1071	3196	
1072	316	
1072	1072	
1072	1646	
1073	940	
1073	1073	
1073	1153	
1073	2276	
1074	1074	
1075	1075	
1076	1076	
1077	1077	
1078	1078	
1079	1079	
1080	1080	
1081	1081	
1081	1157	
1082	1082	
1083	407	
1083	730	
1083	1083	
1083	1396	
1083	1624	
1083	3192	
1083	3193	
1084	603	
1084	644	
1084	669	
1084	791	
1084	797	
1084	868	
1084	1084	
1084	1945	
1085	1085	
1086	1086	
1086	1137	
1086	1613	
1086	3184	
1087	329	
1087	1087	
1088	1088	
1088	1658	
1089	1089	
1090	1090	
1091	1091	
1092	1092	
1092	1352	
1092	2093	
1093	1093	
1093	1946	
1094	1094	
1095	1095	
1096	1096	
1097	1097	
1098	731	
1098	1098	
1098	1570	
1098	1945	
1098	2314	
1099	1099	
1099	1264	
1099	1740	
1100	1100	
1100	1107	
1100	1205	
1101	1101	
1102	196	
1102	209	
1102	210	
1102	406	
1102	483	
1102	1102	
1103	1103	
1104	1104	
1104	1205	
1105	404	
1105	1105	
1106	1106	
1107	1100	
1107	1107	
1107	1205	
1108	1108	
1109	196	
1109	1109	
1110	1110	
1111	894	
1111	1111	
1112	619	
1112	1112	
1112	1592	
1112	2111	
1112	2339	
1113	1113	
1114	1114	
1114	2346	
1114	2459	
1115	1115	
1115	1935	
1116	1116	
1116	1367	
1116	2772	
1116	2787	
1117	636	
1117	861	
1117	862	
1117	1117	
1118	826	
1118	942	
1118	1118	
1119	1119	
1120	1120	
1121	464	
1121	759	
1121	1121	
1122	1122	
1122	1551	
1122	1945	
1123	1123	
1124	1124	
1125	1125	
1126	1126	
1126	1583	
1127	1127	
1128	1128	
1128	1319	
1129	1129	
1130	1023	
1130	1130	
1130	1222	
1131	1131	
1131	1781	
1132	210	
1132	1132	
1132	1214	
1132	1396	
1132	3184	
1133	1133	
1134	17	
1134	77	
1134	408	
1134	1134	
1134	1613	
1134	1947	
1135	616	
1135	1135	
1135	1959	
1136	493	
1136	616	
1136	657	
1136	1136	
1137	1086	
1137	1137	
1137	1496	
1138	1138	
1138	1945	
1139	224	
1139	399	
1139	404	
1139	438	
1139	464	
1139	631	
1139	1139	
1139	1612	
1139	1781	
1139	1945	
1140	196	
1140	404	
1140	1140	
1140	1491	
1140	1781	
1140	2061	
1141	77	
1141	224	
1141	1141	
1141	1496	
1141	1683	
1141	1768	
1141	1787	
1141	1945	
1141	2061	
1142	483	
1142	1142	
1143	1143	
1144	1144	
1145	655	
1145	1145	
1145	1504	
1145	3040	
1146	386	
1146	1146	
1147	1147	
1147	1274	
1148	85	
1148	1148	
1148	3131	
1149	1149	
1149	1781	
1150	1150	
1151	635	
1151	1151	
1152	1152	
1152	1294	
1153	940	
1153	1073	
1153	1153	
1153	2137	
1153	2276	
1154	1154	
1155	1155	
1155	1324	
1155	1515	
1155	2096	
1155	2127	
1155	2210	
1156	1156	
1157	485	
1157	714	
1157	836	
1157	1081	
1157	1157	
1158	1158	
1158	1262	
1159	14	
1159	1159	
1160	1160	
1160	1231	
1161	1161	
1162	1162	
1162	1565	
1163	1163	
1164	1164	
1165	1165	
1166	1166	
1167	1167	
1168	1168	
1169	1169	
1170	1170	
1171	1171	
1172	1172	
1172	1354	
1172	2053	
1172	2220	
1172	2273	
1172	2453	
1172	2598	
1172	2726	
1172	2856	
1173	642	
1173	1173	
1173	1774	
1173	2343	
1174	1174	
1175	308	
1175	864	
1175	1175	
1175	1919	
1175	1969	
1175	2118	
1175	2348	
1175	2679	
1175	3054	
1176	1176	
1177	454	
1177	1177	
1177	1931	
1177	1946	
1178	1178	
1179	408	
1179	830	
1179	1179	
1179	1646	
1179	1647	
1180	1180	
1180	1395	
1180	1706	
1181	698	
1181	1181	
1182	1182	
1183	1183	
1184	1184	
1184	1389	
1184	1552	
1184	2162	
1184	2435	
1184	2596	
1184	2768	
1184	2845	
1184	2902	
1184	2955	
1185	1185	
1185	1531	
1185	2707	
1185	2753	
1186	1186	
1187	1187	
1188	196	
1188	642	
1188	1188	
1189	1189	
1189	1716	
1190	456	
1190	1190	
1190	1663	
1190	2195	
1190	2679	
1191	1191	
1191	1836	
1191	2340	
1192	1192	
1193	1193	
1194	1194	
1194	1681	
1194	1699	
1195	1195	
1196	1196	
1197	1197	
1197	1524	
1198	1198	
1198	1781	
1198	2150	
1198	2228	
1198	2256	
1198	2317	
1198	2342	
1198	2376	
1198	2618	
1198	3184	
1199	1199	
1200	1200	
1200	1945	
1201	1201	
1202	1202	
1203	1203	
1204	1204	
1205	68	
1205	1100	
1205	1104	
1205	1107	
1205	1205	
1205	1413	
1205	1654	
1205	1771	
1205	2478	
1206	1206	
1207	1207	
1207	1329	
1208	1208	
1208	1329	
1208	1409	
